property,title,value,format
7708234640-mpn2015740,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Среднее;Л3 Число исполнившихся лет: 15 – 72 лет",https://rosstat.gov.ru/opendata/7708234640-mpn2015740/meta.csv,csv
7708234640-VSHP2016557,"ПОГОЛОВЬЕ ОВЕЦ И КОЗ В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016557/meta.csv,csv
7708234640-ca1502059,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Мурманской области",https://rosstat.gov.ru/opendata/7708234640-ca1502059/meta.csv,csv
7708234640-VSHP201662,"ГРУППИРОВКА ПОДСОБНЫХ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ НЕСЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ ПО РАЗМЕРАМ ОБЩЕЙ ПОСЕВНОЙ ПЛОЩАДИ ПОД УРОЖАЙ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP201662/meta.csv,csv
7708234640-womenper1000men3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: женщин на 1000 мужчин, 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-womenper1000men3539th/meta.csv,csv
7708234640-3034th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: 30-34 года",https://rosstat.gov.ru/opendata/7708234640-3034th/meta.csv,csv
7708234640-school1517th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: начальное общее (начальное), 15-17 лет",https://rosstat.gov.ru/opendata/7708234640-school1517th/meta.csv,csv
7708234640-VSHP2016528,"ПОГОЛОВЬЕ КУР ЯИЧНЫХ ПОРОД В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016528/meta.csv,csv
7708234640-married4044th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: состою в браке, 40-44 года",https://rosstat.gov.ru/opendata/7708234640-married4044th/meta.csv,csv
7708234640-mpn2015659,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Не указавшие уровень образования;Л3 Число исполнившихся лет: 10 лет и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015659/meta.csv,csv
7708234640-VSHP201611,"ЧИСЛО СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP201611/meta.csv,csv
7708234640-totaloutignor2024th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: всего без неуказавших, 20-24 года",https://rosstat.gov.ru/opendata/7708234640-totaloutignor2024th/meta.csv,csv
7708234640-total89th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: общий итог, 8-9 лет",https://rosstat.gov.ru/opendata/7708234640-total89th/meta.csv,csv
7708234640-bachelor2024th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: бакалавр (ВПН-2010), 20-24 года",https://rosstat.gov.ru/opendata/7708234640-bachelor2024th/meta.csv,csv
7708234640-VSHP2016303,"ПОСЕВНАЯ ПЛОЩАДЬ ГОРЧИЦЫ ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016303/meta.csv,csv
7708234640-noeducation2024th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имею образования, 20-24 года",https://rosstat.gov.ru/opendata/7708234640-noeducation2024th/meta.csv,csv
7708234640-VSHP2016429,"ПРОВЕДЕНИЕ РАБОТ ПО ХИМИЧЕСКОЙ МЕЛИОРАЦИИ ЗЕМЕЛЬ В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016429/meta.csv,csv
7708234640-percentageperage1014th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по возрасту, 10-14 лет",https://rosstat.gov.ru/opendata/7708234640-percentageperage1014th/meta.csv,csv
7708234640-mpn2015124,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: Итого, исключая лиц до 16 не состоявших в браке;Л3 Число исполнившихся лет: Итого",https://rosstat.gov.ru/opendata/7708234640-mpn2015124/meta.csv,csv
7708234640-VSHP2016555,"ПОГОЛОВЬЕ КОРОВ В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016555/meta.csv,csv
7708234640-mpn2015689,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: среднее (полное) общее;Л3 Число исполнившихся лет: 18 и более",https://rosstat.gov.ru/opendata/7708234640-mpn2015689/meta.csv,csv
7708234640-bachelor6569th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: бакалавр (ВПН-2010), 65-69 лет",https://rosstat.gov.ru/opendata/7708234640-bachelor6569th/meta.csv,csv
7708234640-notmarried5059th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: никогда не состоявшие в браке (супружеском союзе), 50-59 лет",https://rosstat.gov.ru/opendata/7708234640-notmarried5059th/meta.csv,csv
7708234640-womenper1000mentotalunemployableold,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: женщин на 1000 мужчин, общий итог, Возрастная группа: старше трудоспособного",https://rosstat.gov.ru/opendata/7708234640-womenper1000mentotalunemployableold/meta.csv,csv
7708234640-VSHP2016245,"ПЛОЩАДЬ ЗЕМЕЛЬ ЛИЧНЫХ ПОДСОБНЫХ И ДРУГИХ ИНДИВИДУАЛЬНЫХ ХОЗЯЙСТВ ГРАЖДАН В ГОРОДСКИХ ОКРУГАХ И В ГОРОДСКИХ ПОСЕЛЕНИЯХ ПО ВИДАМ ЗЕМЛЕПОЛЬЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016245/meta.csv,csv
7708234640-mpn2015144,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: Итого, исключая лиц до 16 не состоявших в браке;Л3 Число исполнившихся лет: 16-17",https://rosstat.gov.ru/opendata/7708234640-mpn2015144/meta.csv,csv
7708234640-divorced5059th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: разведен официально (ВПН-2010), 50-59 лет",https://rosstat.gov.ru/opendata/7708234640-divorced5059th/meta.csv,csv
7708234640-budgetexecution2010,"(Архив) Сведения об использовании Федеральной службой государственной статистики, ее территориальными органами и подведомственными организациями выделенных на 2010 год бюджетных средств (по состоянию на 1 января 2011 года)",https://rosstat.gov.ru/opendata/7708234640-budgetexecution2010/meta.csv,csv
7708234640-VSHP2016318,"ПОСЕВНАЯ ПЛОЩАДЬ ОГУРЦОВ (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016318/meta.csv,csv
7708234640-mpn2015133,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: Не укзавшие состояние в браке;Л3 Число исполнившихся лет: Итого",https://rosstat.gov.ru/opendata/7708234640-mpn2015133/meta.csv,csv
7708234640-VSHP2016480,"СТРУКТУРА ПОСЕВНОЙ ПЛОЩАДИ ЭФИРНО-МАСЛИЧНЫХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016480/meta.csv,csv
7708234640-married80plus,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: состою в браке, 80 лет и старше",https://rosstat.gov.ru/opendata/7708234640-married80plus/meta.csv,csv
7708234640-ca1502063,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Омской области",https://rosstat.gov.ru/opendata/7708234640-ca1502063/meta.csv,csv
7708234640-mpn2015149,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Никогда не состоявшие в браке (супружеском союзе);Л3 Число исполнившихся лет: 16-17",https://rosstat.gov.ru/opendata/7708234640-mpn2015149/meta.csv,csv
7708234640-VSHP201643,"ПОСЕВНЫЕ ПЛОЩАДИ СЕЛЬСКОХОЗЯЙСТВЕННЫХ КУЛЬТУР ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP201643/meta.csv,csv
7708234640-highschool89th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее (полное) общее, 8-9 лет",https://rosstat.gov.ru/opendata/7708234640-highschool89th/meta.csv,csv
7708234640-divorced2024th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: разведен официально (ВПН-2010), 20-24 года",https://rosstat.gov.ru/opendata/7708234640-divorced2024th/meta.csv,csv
7708234640-okved2,"Общероссийский классификатор видов экономической деятельности (ОКВЭД2)",https://rosstat.gov.ru/opendata/7708234640-okved2/meta.csv,csv
7708234640-VSHP2016603,"ПОГОЛОВЬЕ ПЛЕМЕННЫХ ЛОШАДЕЙ В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016603/meta.csv,csv
7708234640-widow1617th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: вдовец,вдова, 16-17 лет",https://rosstat.gov.ru/opendata/7708234640-widow1617th/meta.csv,csv
7708234640-VSHP2016447,"ПЛОЩАДИ МНОГОЛЕТНИХ КОСТОЧКОВЫХ ПЛОДОВЫХ НАСАЖДЕНИЙ ПО ВИДАМ В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016447/meta.csv,csv
7708234640-7708234640-conferencesforums-2019,"Информация об организованных Росстатом конференциях, форумах, семинарах, творческих конкурсах",https://rosstat.gov.ru/opendata/7708234640-7708234640-conferencesforums-2019/meta.csv,csv
7708234640-itusing,"Использование населением информационных технологий, 2017 г.",https://rosstat.gov.ru/opendata/7708234640-itusing/meta.csv,csv
7708234640-total3034th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: общий итог, 30-34 года",https://rosstat.gov.ru/opendata/7708234640-total3034th/meta.csv,csv
7708234640-VSHP2016604,"СТРУКТУРА ПОГОЛОВЬЯ КРУПНОГО РОГАТОГО СКОТА ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016604/meta.csv,csv
7708234640-mpn2015706,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: начальное профессиональное;Л3 Число исполнившихся лет: 6-17",https://rosstat.gov.ru/opendata/7708234640-mpn2015706/meta.csv,csv
7708234640-VSHP2016164,"ЧИСЛО НЕКОММЕРЧЕСКИХ ОБЪЕДИНЕНИЙ ГРАЖДАН, ОСУЩЕСТВЛЯВШИХ СЕЛЬСКОХОЗЯЙСТВЕННУЮ ДЕЯТЕЛЬНОСТЬ В I ПОЛУГОДИИ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP2016164/meta.csv,csv
7708234640-unlettered05th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имеющие начального общего образования - не умеющие читать и писать (неграмотные), 0-5 лет",https://rosstat.gov.ru/opendata/7708234640-unlettered05th/meta.csv,csv
7708234640-VSHP2016-543,"ПОГОЛОВЬЕ ВЕРБЛЮДОВ В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016-543/meta.csv,csv
7708234640-VSHP2016152,"ЧИСЛО СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ, НЕ ОТНОСЯЩИХСЯ В СУБЪЕКТАМ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА, ОСУЩЕСТВЛЯВШИХ РАЗЛИЧНЫЕ ВИДЫ НЕСЕЛЬСКОХОЗЯЙСТВЕННОЙ ДЕЯТЕЛЬНОСТИ В I ПОЛУГОДИИ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP2016152/meta.csv,csv
7708234640-mpn2015598,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: начальное профессиональное;Л3 Число исполнившихся лет: 80 и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015598/meta.csv,csv
7708234640-VSHP2016415,"ПОСЕВНАЯ ПЛОЩАДЬ КАРТОФЕЛЯ, ЗАСЕЯННАЯ ЭЛИТНЫМИ СЕМЕНАМИ ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016415/meta.csv,csv
7708234640-VSHP2016359,"ПОСЕВНАЯ ПЛОЩАДЬ КАПУСТЫ ЦВЕТНОЙ И БРОККОЛИ (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016359/meta.csv,csv
7708234640-VSHP2016424,"ВНЕСЕНИЕ МИНЕРАЛЬНЫХ УДОБРЕНИЙ1) ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016424/meta.csv,csv
7708234640-unlettered89th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имеющие начального общего образования - не умеющие читать и писать (неграмотные), 8-9 лет",https://rosstat.gov.ru/opendata/7708234640-unlettered89th/meta.csv,csv
7708234640-mpn2015625,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Всего без неуказавших;Возрастная группа: старше трудоспособного",https://rosstat.gov.ru/opendata/7708234640-mpn2015625/meta.csv,csv
7708234640-VSHP2016373,"ПОСЕВНАЯ ПЛОЩАДЬ САЛАТНЫХ КУЛЬТУР (ОТКРЫТОГО ГРУНТА) ПОД УРОЖАЙ 2016 ГОДА В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016373/meta.csv,csv
7708234640-budgetexecution2011,"Сведения об использовании Федеральной службой государственной статистики, ее территориальными органами и подведомственными организациями выделенных на 2011 год бюджетных средств (по состоянию на 1 января 2012 года)",https://rosstat.gov.ru/opendata/7708234640-budgetexecution2011/meta.csv,csv
7708234640-VSHP201697,"ГРУППИРОВКА ПОДСОБНЫХ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ НЕСЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ ПО ПОГОЛОВЬЮ КРУПНОГО РОГАТОГО СКОТА",https://rosstat.gov.ru/opendata/7708234640-VSHP201697/meta.csv,csv
7708234640-unlettered6064th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: не имеющие начального общего образования - не умеющие читать и писать (неграмотные), 60-64 года",https://rosstat.gov.ru/opendata/7708234640-unlettered6064th/meta.csv,csv
7708234640-divorced3034th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: разведен официально (ВПН-2010), 30-34 года",https://rosstat.gov.ru/opendata/7708234640-divorced3034th/meta.csv,csv
7708234640-VSHP2016246,"ПЛОЩАДЬ ЗЕМЕЛЬ ЛИЧНЫХ ПОДСОБНЫХ ХОЗЯЙСТВ ПО ВИДАМ ЗЕМЛЕПОЛЬЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016246/meta.csv,csv
7708234640-VSHP2016510,"ГРУППИРОВКА ЛИЧНЫХ ПОДСОБНЫХ  И ДРУГИХ ИНДИВИДУАЛЬНЫХ ХОЗЯЙСТВ ГРАЖДАН ПО РАЗМЕРАМ ОБЩЕЙ ПОСЕВНОЙ ПЛОЩАДИ ПОД УРОЖАЙ 2016 ГОДА",https://rosstat.gov.ru/opendata/7708234640-VSHP2016510/meta.csv,csv
7708234640-unofficialmarriage7079th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: брак не зарегистрирован, 70-79 лет",https://rosstat.gov.ru/opendata/7708234640-unofficialmarriage7079th/meta.csv,csv
7708234640-VSHP2016191,"СТРУКТУРА ЧИСЛЕННОСТИ РУКОВОДИТЕЛЕЙ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ1) ПО УРОВНЮ ОБРАЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016191/meta.csv,csv
7708234640-childgarden4044th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: дошкольное (для детей в возрасте 6-9 лет), 40-44 года",https://rosstat.gov.ru/opendata/7708234640-childgarden4044th/meta.csv,csv
7708234640-VSHP2016250,"ПЛОЩАДЬ ЗЕМЕЛЬ САДОВОДЧЕСКИХ НЕКОММЕРЧЕСКИХ ОБЪЕДИНЕНИЙ ГРАЖДАН",https://rosstat.gov.ru/opendata/7708234640-VSHP2016250/meta.csv,csv
7708234640-VSHP2016103,"ГРУППИРОВКА КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВ И ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙПО ПОГОЛОВЬЮ КОРОВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016103/meta.csv,csv
7708234640-divorced4044th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: разведен официально (ВПН-2010), 40-44 года",https://rosstat.gov.ru/opendata/7708234640-divorced4044th/meta.csv,csv
7708234640-VSHP2016402,"ПОСЕВНАЯ ПЛОЩАДЬ ПРОСА, ЗАСЕЯННАЯ ЭЛИТНЫМИ СЕМЕНАМИ ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016402/meta.csv,csv
7708234640-mpn2015604,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: не имеющие начального общего образования - не умеющие читать и писать (неграмотные);Л3 Число исполнившихся лет: 80 и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015604/meta.csv,csv
7708234640-postgraduateeducation,"Численность населения, имеющего профессиональное послевузовское образование  (по данным ВПН-2010)",https://rosstat.gov.ru/opendata/7708234640-postgraduateeducation/meta.csv,csv
7708234640-widow5059th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: вдовец,вдова, 50-59 лет",https://rosstat.gov.ru/opendata/7708234640-widow5059th/meta.csv,csv
7708234640-mpn2015104,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л3 Число исполнившихся лет: 18 - 19",https://rosstat.gov.ru/opendata/7708234640-mpn2015104/meta.csv,csv
7708234640-VSHP2016418,"ПОСЕВНАЯ ПЛОЩАДЬ КОРМОВЫХ КУЛЬТУР, ЗАСЕЯННАЯ ЭЛИТНЫМИ СЕМЕНАМИ ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016418/meta.csv,csv
7708234640-mpn2015709,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: начальное общее (начальное);Л3 Число исполнившихся лет: 6-17",https://rosstat.gov.ru/opendata/7708234640-mpn2015709/meta.csv,csv
7708234640-VSHP2016568,"ПОГОЛОВЬЕ СЕМЕЙ ПЧЕЛ В ХОЗЯЙСТВАХ НАСЕЛЕНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016568/meta.csv,csv
7708234640-fullcollege3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: среднее профессиональное (среднее специальное), 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-fullcollege3539th/meta.csv,csv
7708234640-VSHP2016529,"УДЕЛЬНЫЙ ВЕС ПОГОЛОВЬЯ КУР ЯИЧНЫХ ПОРОД ПО КАТЕГОРИЯМ ХОЗЯЙСТВ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016529/meta.csv,csv
7708234640-mpn2015128,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л5 Состояние в браке: брак не зарегистрирован;Л3 Число исполнившихся лет: Итого",https://rosstat.gov.ru/opendata/7708234640-mpn2015128/meta.csv,csv
7708234640-VSHP201689,"ПОГОЛОВЬЕ ПЛЕМЕННЫХ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ЖИВОТНЫХ В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP201689/meta.csv,csv
7708234640-ca1502035,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Ставропольскому краю",https://rosstat.gov.ru/opendata/7708234640-ca1502035/meta.csv,csv
7708234640-3539th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: 35-39 лет",https://rosstat.gov.ru/opendata/7708234640-3539th/meta.csv,csv
7708234640-school7074th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: начальное общее (начальное), 70–74 года",https://rosstat.gov.ru/opendata/7708234640-school7074th/meta.csv,csv
7708234640-mpn2015731,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Не указавшие уровень образования;Л3 Число исполнившихся лет: 16 – 29 лет",https://rosstat.gov.ru/opendata/7708234640-mpn2015731/meta.csv,csv
7708234640-VSHP2016208,"РАСПРЕДЕЛЕНИЕ ЧИСЛЕННОСТИ ПОСТОЯННЫХ РАБОТНИКОВ МАЛЫХ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ1) ПО УРОВНЮ ОБРАЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016208/meta.csv,csv
7708234640-totaloutignoreducation1517th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: всего без указавших уровень образования, 15-17 лет",https://rosstat.gov.ru/opendata/7708234640-totaloutignoreducation1517th/meta.csv,csv
7708234640-mpn2015605,"Число лиц;Отсутствие в помещении: Присутствующие и отсутствующие в помещении менее одного года;Л8.1 Образование: Не указавшие уровень образования;Л3 Число исполнившихся лет: 80 и старше",https://rosstat.gov.ru/opendata/7708234640-mpn2015605/meta.csv,csv
7708234640-ca1502064,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Оренбургской области",https://rosstat.gov.ru/opendata/7708234640-ca1502064/meta.csv,csv
7708234640-okei,"Общероссийский классификатор единиц измерения (ОКЕИ)",https://rosstat.gov.ru/opendata/7708234640-okei/meta.csv,csv
7708234640-VSHP2016535,"ПОГОЛОВЬЕ ЦЕСАРОК В ХОЗЯЙСТВАХ ВСЕХ КАТЕГОРИЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016535/meta.csv,csv
7708234640-VSHP2016200,"РАСПРЕДЕЛЕНИЕ ЧИСЛЕННОСТИ ПОСТОЯННЫХ РАБОТНИКОВ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ1) ПО ПОЛУ И ВОЗРАСТУ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016200/meta.csv,csv
7708234640-VSHP2016398,"ПОСЕВНАЯ ПЛОЩАДЬ ЯЧМЕНЯ, ЗАСЕЯННАЯ ЭЛИТНЫМИ СЕМЕНАМИ ПОД УРОЖАЙ 2016 ГОДА В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, КРЕСТЬЯНСКИХ (ФЕРМЕРСКИХ) ХОЗЯЙСТВАХ И У ИНДИВИДУАЛЬНЫХ ПРЕДПРИНИМАТЕЛЕЙ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016398/meta.csv,csv
7708234640-unfinisheduniversity67th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: неполное высшее профессиональное (незаконченное высшее), 6-7 лет",https://rosstat.gov.ru/opendata/7708234640-unfinisheduniversity67th/meta.csv,csv
7708234640-planscientificcouncil2021,"План деятельности Научно-методологического совета Росстата на 2021 год",https://rosstat.gov.ru/opendata/7708234640-planscientificcouncil2021/meta.csv,csv
7708234640-7708234640-planscientificcouncil-2020,"План деятельности Научно-методологического совета Росстата на 2020 год",https://rosstat.gov.ru/opendata/7708234640-7708234640-planscientificcouncil-2020/meta.csv,csv
7708234640-VSHP2016234,"ПЛОЩАДЬ ЗЕМЕЛЬ В СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЯХ, НЕ ОТНОСЯЩИХСЯ К СУБЪЕКТАМ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА",https://rosstat.gov.ru/opendata/7708234640-VSHP2016234/meta.csv,csv
7708234640-ca1502082,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Челябинской области",https://rosstat.gov.ru/opendata/7708234640-ca1502082/meta.csv,csv
7708234640-ca1502089,"Реестр вакансий Территориального органа Федеральной службы государственной статистики по Республике Крым",https://rosstat.gov.ru/opendata/7708234640-ca1502089/meta.csv,csv
7708234640-percentagepersex69th,"Итоги социально-демографического обследования (микроперепись населения) 2015 года по показателю: население в процентах к итогу по полу, 6-9 лет",https://rosstat.gov.ru/opendata/7708234640-percentagepersex69th/meta.csv,csv
7708234640-VSHP2016192,"СТРУКТУРА ЧИСЛЕННОСТИ РУКОВОДИТЕЛЕЙ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ОРГАНИЗАЦИЙ, НЕ ОТНОСЯЩИХСЯ К СУБЪЕКТАМ МАЛОГО ПРЕДПРИНИМАТЕЛЬСТВА, ПО УРОВНЮ ОБРАЗОВАНИЯ",https://rosstat.gov.ru/opendata/7708234640-VSHP2016192/meta.csv,csv
