Год;Квартал;Федеральный округ;Регион;Категория ТСР;Количество инвалидов, обеспеченных ТСР и услугами, чел.;Количество ТСР и услуг, которыми обеспечены инвалиды, шт.;Расходы на обеспечение инвалидов ТСР и услугами, млн. руб.;
2018;2;Сибирский Федеральный округ;Новосибирская область;Кресло-стулья с санитарным оснащением;79,0;79,0;0,27;
2018;2;Сибирский Федеральный округ;Новосибирская область;Кресло-стулья с санитарным оснащением;79,0;79,0;0,27;
2018;2;Сибирский Федеральный округ;Новосибирская область;Медицинские термометры и тонометры с речевым выходом;86,0;101,0;0,1;
2018;2;Сибирский Федеральный округ;Новосибирская область;Медицинские термометры и тонометры с речевым выходом;86,0;101,0;0,1;
2018;2;Сибирский Федеральный округ;Новосибирская область;Ортопедическая обувь;525,0;1578,0;6,6;
2018;2;Сибирский Федеральный округ;Новосибирская область;Ортопедическая обувь;525,0;1578,0;6,6;
2018;2;Сибирский Федеральный округ;Новосибирская область;Почтовые услуги;25,0;28,0;0,01;
2018;2;Сибирский Федеральный округ;Новосибирская область;Почтовые услуги;25,0;28,0;0,01;
2018;2;Сибирский Федеральный округ;Новосибирская область;Предоставление услуг по сурдопереводу;404,0;3214,0;2,49;
2018;2;Сибирский Федеральный округ;Новосибирская область;Предоставление услуг по сурдопереводу;404,0;3214,0;2,49;
2018;2;Сибирский Федеральный округ;Новосибирская область;Проезд;1,0;4,0;0,03;
2018;2;Сибирский Федеральный округ;Новосибирская область;Проезд;1,0;4,0;0,03;
2018;2;Сибирский Федеральный округ;Новосибирская область;Протезы, в том числе эндопротезы, и ортезы;861,0;2508,0;36,12;
2018;2;Сибирский Федеральный округ;Новосибирская область;Протезы, в том числе эндопротезы, и ортезы;861,0;2508,0;36,12;
2018;2;Сибирский Федеральный округ;Новосибирская область;Противопролежневые матрацы и подушки;21,0;21,0;0,08;
2018;2;Сибирский Федеральный округ;Новосибирская область;Противопролежневые матрацы и подушки;21,0;21,0;0,08;
2018;2;Сибирский Федеральный округ;Новосибирская область;Сигнализаторы звука световые и вибрационные;54,0;54,0;0,28;
2018;2;Сибирский Федеральный округ;Новосибирская область;Сигнализаторы звука световые и вибрационные;54,0;54,0;0,28;
2018;2;Сибирский Федеральный округ;Новосибирская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;144,0;203,0;1,44;
2018;2;Сибирский Федеральный округ;Новосибирская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;144,0;203,0;1,44;
2018;2;Сибирский Федеральный округ;Новосибирская область;Собаки-проводники с комплектом снаряжения;1,0;1,0;0,12;
2018;2;Сибирский Федеральный округ;Новосибирская область;Собаки-проводники с комплектом снаряжения;1,0;1,0;0,12;
2018;2;Сибирский Федеральный округ;Новосибирская область;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);5,0;4,0;0,08;
2018;2;Сибирский Федеральный округ;Новосибирская область;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);5,0;4,0;0,08;
2018;2;Сибирский Федеральный округ;Новосибирская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);2678,0;363524,0;27,03;
2018;2;Сибирский Федеральный округ;Новосибирская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);2678,0;363524,0;27,03;
2018;2;Сибирский Федеральный округ;Новосибирская область;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;121,0;121,0;0,08;
2018;2;Сибирский Федеральный округ;Новосибирская область;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;121,0;121,0;0,08;
2018;2;Сибирский Федеральный округ;Новосибирская область;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;8,0;8,0;0,06;
2018;2;Сибирский Федеральный округ;Новосибирская область;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;8,0;8,0;0,06;
2018;2;Сибирский Федеральный округ;Новосибирская область;Телефонные устройства с текстовым выходом;268,0;268,0;0,25;
2018;2;Сибирский Федеральный округ;Новосибирская область;Телефонные устройства с текстовым выходом;268,0;268,0;0,25;
2018;2;Сибирский Федеральный округ;Новосибирская область;Трости опорные и тактильные, костыли, опоры, поручни;504,0;599,0;0,69;
2018;2;Сибирский Федеральный округ;Новосибирская область;Трости опорные и тактильные, костыли, опоры, поручни;504,0;599,0;0,69;
2018;2;Сибирский Федеральный округ;Омская область;Абсорбирующее белье, подгузники;3948,0;852736,0;15,05;
2018;2;Сибирский Федеральный округ;Омская область;Абсорбирующее белье, подгузники;3948,0;852736,0;15,05;
2018;2;Сибирский Федеральный округ;Омская область;Голосообразующие аппараты;13,0;13,0;0,2;
2018;2;Сибирский Федеральный округ;Омская область;Голосообразующие аппараты;13,0;13,0;0,2;
2018;2;Сибирский Федеральный округ;Омская область;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;216,0;246,0;2,93;
2018;2;Сибирский Федеральный округ;Омская область;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;216,0;246,0;2,93;
2018;2;Сибирский Федеральный округ;Омская область;Кресло-стулья с санитарным оснащением;235,0;235,0;0,64;
2018;2;Сибирский Федеральный округ;Омская область;Кресло-стулья с санитарным оснащением;235,0;235,0;0,64;
2018;2;Сибирский Федеральный округ;Омская область;Медицинские термометры и тонометры с речевым выходом;114,0;125,0;0,31;
2018;2;Сибирский Федеральный округ;Омская область;Медицинские термометры и тонометры с речевым выходом;114,0;125,0;0,31;
2018;2;Сибирский Федеральный округ;Омская область;Ортопедическая обувь;1416,0;5627,0;24,25;
2018;2;Сибирский Федеральный округ;Омская область;Ортопедическая обувь;1416,0;5627,0;24,25;
2018;2;Сибирский Федеральный округ;Омская область;Почтовые услуги;74,0;97,0;0,01;
2018;2;Сибирский Федеральный округ;Омская область;Почтовые услуги;74,0;97,0;0,01;
2018;2;Сибирский Федеральный округ;Омская область;Предоставление услуг по сурдопереводу;309,0;2009,0;1,19;
2018;2;Сибирский Федеральный округ;Омская область;Предоставление услуг по сурдопереводу;309,0;2009,0;1,19;
2018;2;Сибирский Федеральный округ;Омская область;Протезы, в том числе эндопротезы, и ортезы;1946,0;4935,0;38,95;
2018;2;Сибирский Федеральный округ;Омская область;Протезы, в том числе эндопротезы, и ортезы;1946,0;4935,0;38,95;
2018;2;Сибирский Федеральный округ;Омская область;Противопролежневые матрацы и подушки;43,0;44,0;0,31;
2018;2;Сибирский Федеральный округ;Омская область;Противопролежневые матрацы и подушки;43,0;44,0;0,31;
2018;2;Сибирский Федеральный округ;Омская область;Ремонт ТСР и ПОИ;12,0;100,0;0,1;
2018;2;Сибирский Федеральный округ;Омская область;Ремонт ТСР и ПОИ;12,0;100,0;0,1;
2018;2;Сибирский Федеральный округ;Омская область;Сигнализаторы звука световые и вибрационные;76,0;87,0;0,53;
2018;2;Сибирский Федеральный округ;Омская область;Сигнализаторы звука световые и вибрационные;76,0;87,0;0,53;
2018;2;Сибирский Федеральный округ;Омская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;287,0;344,0;1,83;
2018;2;Сибирский Федеральный округ;Омская область;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;287,0;344,0;1,83;
2018;2;Сибирский Федеральный округ;Омская область;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);1,0;1,0;0,02;
2018;2;Сибирский Федеральный округ;Омская область;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);1,0;1,0;0,02;
2018;2;Сибирский Федеральный округ;Омская область;Специальная одежда;2,0;2,0;0,02;
2018;2;Сибирский Федеральный округ;Омская область;Специальная одежда;2,0;2,0;0,02;
2018;2;Сибирский Федеральный округ;Омская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);1910,0;496030,0;18,16;
2018;2;Сибирский Федеральный округ;Омская область;Специальные средства при нарушениях функций выделения (моче- и калоприемники);1910,0;496030,0;18,16;
2018;2;Сибирский Федеральный округ;Омская область;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;134,0;134,0;0,12;
2018;2;Сибирский Федеральный округ;Омская область;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;134,0;134,0;0,12;
2018;2;Сибирский Федеральный округ;Омская область;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;2,0;2,0;0,02;
2018;2;Сибирский Федеральный округ;Омская область;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;2,0;2,0;0,02;
2018;2;Сибирский Федеральный округ;Омская область;Телефонные устройства с текстовым выходом;85,0;85,0;0,12;
2018;2;Сибирский Федеральный округ;Омская область;Телефонные устройства с текстовым выходом;85,0;85,0;0,12;
2018;2;Сибирский Федеральный округ;Омская область;Трости опорные и тактильные, костыли, опоры, поручни;1690,0;2069,0;1,35;
2018;2;Сибирский Федеральный округ;Омская область;Трости опорные и тактильные, костыли, опоры, поручни;1690,0;2069,0;1,35;
2018;2;Сибирский Федеральный округ;Республика Алтай;Абсорбирующее белье, подгузники;751,0;156659,0;2,84;
2018;2;Сибирский Федеральный округ;Республика Алтай;Абсорбирующее белье, подгузники;751,0;156659,0;2,84;
2018;2;Сибирский Федеральный округ;Республика Алтай;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;54,0;54,0;0,71;
2018;2;Сибирский Федеральный округ;Республика Алтай;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;54,0;54,0;0,71;
2018;2;Сибирский Федеральный округ;Республика Алтай;Кресло-стулья с санитарным оснащением;26,0;26,0;0,07;
2018;2;Сибирский Федеральный округ;Республика Алтай;Кресло-стулья с санитарным оснащением;26,0;26,0;0,07;
2018;2;Сибирский Федеральный округ;Республика Алтай;Медицинские термометры и тонометры с речевым выходом;5,0;5,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Алтай;Медицинские термометры и тонометры с речевым выходом;5,0;5,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Алтай;Ортопедическая обувь;115,0;360,0;1,46;
2018;2;Сибирский Федеральный округ;Республика Алтай;Ортопедическая обувь;115,0;360,0;1,46;
2018;2;Сибирский Федеральный округ;Республика Алтай;Почтовые услуги;22,0;23,0;0,0;
2018;2;Сибирский Федеральный округ;Республика Алтай;Почтовые услуги;22,0;23,0;0,0;
2018;2;Сибирский Федеральный округ;Республика Алтай;Предоставление услуг по сурдопереводу;16,0;88,0;0,05;
2018;2;Сибирский Федеральный округ;Республика Алтай;Предоставление услуг по сурдопереводу;16,0;88,0;0,05;
2018;2;Сибирский Федеральный округ;Республика Алтай;Протезы, в том числе эндопротезы, и ортезы;130,0;234,0;5,24;
2018;2;Сибирский Федеральный округ;Республика Алтай;Протезы, в том числе эндопротезы, и ортезы;130,0;234,0;5,24;
2018;2;Сибирский Федеральный округ;Республика Алтай;Противопролежневые матрацы и подушки;38,0;38,0;0,14;
2018;2;Сибирский Федеральный округ;Республика Алтай;Противопролежневые матрацы и подушки;38,0;38,0;0,14;
2018;2;Сибирский Федеральный округ;Республика Алтай;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;95,0;230,0;1,88;
2018;2;Сибирский Федеральный округ;Республика Алтай;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;95,0;230,0;1,88;
2018;2;Сибирский Федеральный округ;Республика Алтай;Специальные средства при нарушениях функций выделения (моче- и калоприемники);112,0;9703,0;0,82;
2018;2;Сибирский Федеральный округ;Республика Алтай;Специальные средства при нарушениях функций выделения (моче- и калоприемники);112,0;9703,0;0,82;
2018;2;Сибирский Федеральный округ;Республика Алтай;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;17,0;19,0;0,09;
2018;2;Сибирский Федеральный округ;Республика Алтай;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;17,0;19,0;0,09;
2018;2;Сибирский Федеральный округ;Республика Алтай;Телефонные устройства с текстовым выходом;10,0;10,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Алтай;Телефонные устройства с текстовым выходом;10,0;10,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Алтай;Трости опорные и тактильные, костыли, опоры, поручни;73,0;93,0;0,08;
2018;2;Сибирский Федеральный округ;Республика Алтай;Трости опорные и тактильные, костыли, опоры, поручни;73,0;93,0;0,08;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Абсорбирующее белье, подгузники;759,0;216338,0;3,42;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Абсорбирующее белье, подгузники;759,0;216338,0;3,42;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Голосообразующие аппараты;4,0;4,0;0,06;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Голосообразующие аппараты;4,0;4,0;0,06;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;65,0;65,0;1,14;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;65,0;65,0;1,14;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Кресло-стулья с санитарным оснащением;67,0;67,0;0,23;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Кресло-стулья с санитарным оснащением;67,0;67,0;0,23;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Медицинские термометры и тонометры с речевым выходом;38,0;45,0;0,06;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Медицинские термометры и тонометры с речевым выходом;38,0;45,0;0,06;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Ортопедическая обувь;630,0;1713,0;7,48;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Ортопедическая обувь;630,0;1713,0;7,48;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Почтовые услуги;37,0;44,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Почтовые услуги;37,0;44,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Предоставление услуг по сурдопереводу;309,0;1859,0;1,36;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Предоставление услуг по сурдопереводу;309,0;1859,0;1,36;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Приспособления для одевания, раздевания и захвата предметов;3,0;9,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Приспособления для одевания, раздевания и захвата предметов;3,0;9,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Проезд;12,0;49,0;0,21;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Проезд;12,0;49,0;0,21;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Протезы, в том числе эндопротезы, и ортезы;536,0;863,0;19,67;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Протезы, в том числе эндопротезы, и ортезы;536,0;863,0;19,67;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Противопролежневые матрацы и подушки;138,0;144,0;0,31;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Противопролежневые матрацы и подушки;138,0;144,0;0,31;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Сигнализаторы звука световые и вибрационные;46,0;48,0;0,31;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Сигнализаторы звука световые и вибрационные;46,0;48,0;0,31;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;279,0;485,0;3,57;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;279,0;485,0;3,57;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Собаки-проводники с комплектом снаряжения;1,0;1,0;0,12;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Собаки-проводники с комплектом снаряжения;1,0;1,0;0,12;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);2,0;2,0;0,05;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Содержание и ветеринарное обслуживание собак-проводников (путем выплаты ежегодной денежной компенсации);2,0;2,0;0,05;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Специальная одежда;5,0;5,0;0,04;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Специальная одежда;5,0;5,0;0,04;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Специальные средства при нарушениях функций выделения (моче- и калоприемники);544,0;81851,0;4,65;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Специальные средства при нарушениях функций выделения (моче- и калоприемники);544,0;81851,0;4,65;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;19,0;19,0;0,46;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;19,0;19,0;0,46;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;18,0;18,0;0,14;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;18,0;18,0;0,14;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Телефонные устройства с текстовым выходом;32,0;32,0;0,09;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Телефонные устройства с текстовым выходом;32,0;32,0;0,09;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Трости опорные и тактильные, костыли, опоры, поручни;334,0;424,0;0,55;
2018;2;Сибирский Федеральный округ;Республика Бурятия;Трости опорные и тактильные, костыли, опоры, поручни;334,0;424,0;0,55;
2018;2;Сибирский Федеральный округ;Республика Тыва;Абсорбирующее белье, подгузники;712,0;178489,0;3,35;
2018;2;Сибирский Федеральный округ;Республика Тыва;Абсорбирующее белье, подгузники;712,0;178489,0;3,35;
2018;2;Сибирский Федеральный округ;Республика Тыва;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;21,0;21,0;0,51;
2018;2;Сибирский Федеральный округ;Республика Тыва;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;21,0;21,0;0,51;
2018;2;Сибирский Федеральный округ;Республика Тыва;Кресло-стулья с санитарным оснащением;23,0;23,0;0,06;
2018;2;Сибирский Федеральный округ;Республика Тыва;Кресло-стулья с санитарным оснащением;23,0;23,0;0,06;
2018;2;Сибирский Федеральный округ;Республика Тыва;Ортопедическая обувь;67,0;428,0;1,55;
2018;2;Сибирский Федеральный округ;Республика Тыва;Ортопедическая обувь;67,0;428,0;1,55;
2018;2;Сибирский Федеральный округ;Республика Тыва;Предоставление услуг по сурдопереводу;21,0;176,0;0,11;
2018;2;Сибирский Федеральный округ;Республика Тыва;Предоставление услуг по сурдопереводу;21,0;176,0;0,11;
2018;2;Сибирский Федеральный округ;Республика Тыва;Проезд;5,0;11,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Тыва;Проезд;5,0;11,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Тыва;Протезы, в том числе эндопротезы, и ортезы;95,0;206,0;2,38;
2018;2;Сибирский Федеральный округ;Республика Тыва;Протезы, в том числе эндопротезы, и ортезы;95,0;206,0;2,38;
2018;2;Сибирский Федеральный округ;Республика Тыва;Противопролежневые матрацы и подушки;33,0;36,0;0,05;
2018;2;Сибирский Федеральный округ;Республика Тыва;Противопролежневые матрацы и подушки;33,0;36,0;0,05;
2018;2;Сибирский Федеральный округ;Республика Тыва;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;4,0;4,0;0,02;
2018;2;Сибирский Федеральный округ;Республика Тыва;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;4,0;4,0;0,02;
2018;2;Сибирский Федеральный округ;Республика Тыва;Специальные средства при нарушениях функций выделения (моче- и калоприемники);125,0;11185,0;0,62;
2018;2;Сибирский Федеральный округ;Республика Тыва;Специальные средства при нарушениях функций выделения (моче- и калоприемники);125,0;11185,0;0,62;
2018;2;Сибирский Федеральный округ;Республика Тыва;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;1,0;1,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Тыва;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;1,0;1,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Тыва;Трости опорные и тактильные, костыли, опоры, поручни;54,0;77,0;0,04;
2018;2;Сибирский Федеральный округ;Республика Тыва;Трости опорные и тактильные, костыли, опоры, поручни;54,0;77,0;0,04;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Абсорбирующее белье, подгузники;1362,0;486422,0;7,69;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Абсорбирующее белье, подгузники;1362,0;486422,0;7,69;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Голосообразующие аппараты;1,0;1,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Голосообразующие аппараты;1,0;1,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;88,0;97,0;2,04;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;88,0;97,0;2,04;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Кресло-стулья с санитарным оснащением;32,0;32,0;0,1;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Кресло-стулья с санитарным оснащением;32,0;32,0;0,1;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Медицинские термометры и тонометры с речевым выходом;3,0;4,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Медицинские термометры и тонометры с речевым выходом;3,0;4,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Ортопедическая обувь;242,0;808,0;2,51;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Ортопедическая обувь;242,0;808,0;2,51;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Почтовые услуги;42,0;53,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Почтовые услуги;42,0;53,0;0,01;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Предоставление услуг по сурдопереводу;227,0;1269,0;0,88;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Предоставление услуг по сурдопереводу;227,0;1269,0;0,88;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Протезы, в том числе эндопротезы, и ортезы;112,0;376,0;3,9;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Протезы, в том числе эндопротезы, и ортезы;112,0;376,0;3,9;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Противопролежневые матрацы и подушки;64,0;67,0;0,19;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Противопролежневые матрацы и подушки;64,0;67,0;0,19;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Ремонт ТСР и ПОИ;3,0;3,0;0,07;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Ремонт ТСР и ПОИ;3,0;3,0;0,07;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Сигнализаторы звука световые и вибрационные;12,0;12,0;0,07;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Сигнализаторы звука световые и вибрационные;12,0;12,0;0,07;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;108,0;127,0;1,38;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Слуховые аппараты, в том числе с ушными вкладышами индивидуального изготовления;108,0;127,0;1,38;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Специальные средства при нарушениях функций выделения (моче- и калоприемники);233,0;40157,0;2,59;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Специальные средства при нарушениях функций выделения (моче- и калоприемники);233,0;40157,0;2,59;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;7,0;7,0;0,11;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Специальные устройства для чтения "говорящих книг", для оптической коррекции слабовидения;7,0;7,0;0,11;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;4,0;4,0;0,03;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Телевизоры с телетекстом для приема программ со скрытыми субтитрами;4,0;4,0;0,03;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Телефонные устройства с текстовым выходом;41,0;41,0;0,04;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Телефонные устройства с текстовым выходом;41,0;41,0;0,04;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Трости опорные и тактильные, костыли, опоры, поручни;110,0;154,0;0,4;
2018;2;Сибирский Федеральный округ;Республика Хакасия;Трости опорные и тактильные, костыли, опоры, поручни;110,0;154,0;0,4;
2018;2;Сибирский Федеральный округ;Томская область;Абсорбирующее белье, подгузники;2020,0;570910,0;10,47;
2018;2;Сибирский Федеральный округ;Томская область;Абсорбирующее белье, подгузники;2020,0;570910,0;10,47;
2018;2;Сибирский Федеральный округ;Томская область;Голосообразующие аппараты;8,0;8,0;0,12;
2018;2;Сибирский Федеральный округ;Томская область;Голосообразующие аппараты;8,0;8,0;0,12;
2018;2;Сибирский Федеральный округ;Томская область;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;64,0;66,0;1,32;
2018;2;Сибирский Федеральный округ;Томская область;Кресла-коляски с ручным приводом (комнатные, прогулочные, активного типа), с электроприводом, малогабаритные;64,0;66,0;1,32;
2018;2;Сибирский Федеральный округ;Томская область;Кресло-стулья с санитарным оснащением;99,0;99,0;0,34;
2018;2;Сибирский Федеральный округ;Томская область;Кресло-стулья с санитарным оснащением;99,0;99,0;0,34;
2018;2;Сибирский Федеральный округ;Томская область;Медицинские термометры и тонометры с речевым выходом;63,0;89,0;0,16;
2018;2;Сибирский Федеральный округ;Томская область;Медицинские термометры и тонометры с речевым выходом;63,0;89,0;0,16;
2018;2;Сибирский Федеральный округ;Томская область;Ортопедическая обувь;743,0;1598,0;6,54;
2018;2;Сибирский Федеральный округ;Томская область;Ортопедическая обувь;743,0;1598,0;6,54;
2018;2;Сибирский Федеральный округ;Томская область;Предоставление услуг по сурдопереводу;94,0;1031,0;0,76;
2018;2;Сибирский Федеральный округ;Томская область;Предоставление услуг по сурдопереводу;94,0;1031,0;0,76;
2018;2;Сибирский Федеральный округ;Томская область;Проезд;6,0;11,0;0,03;
2018;2;Сибирский Федеральный округ;Томская область;Проезд;6,0;11,0;0,03;
