Год;Месяц;Федеральный округ;Регион;Профиль лечения;Количество путевок на СКЛ, выданных ГЛК и сопровождающим лицам, шт.;Расходы на обеспечение ГЛК и сопровождающих лиц путевками на СКЛ, млн. руб.;
2018;4;Южный Федеральный округ;Республика Калмыкия;Болезни опорно-двигательного аппарата;155,0;3,31;
2018;4;Южный Федеральный округ;Республика Калмыкия;Болезни органов дыхания;37,0;0,84;
2018;4;Южный Федеральный округ;Республика Калмыкия;Болезни органов пищеварения;22,0;0,48;
2018;4;Южный Федеральный округ;Республика Калмыкия;Болезни системы кровообращения;118,0;2,55;
2018;5;Дальневосточный Федеральный округ;Амурская область;Болезни мочеполовой системы;6,0;0,13;
2018;5;Дальневосточный Федеральный округ;Амурская область;Болезни нервной системы;6,0;0,13;
2018;5;Дальневосточный Федеральный округ;Амурская область;Болезни опорно-двигательного аппарата;326,0;7,35;
2018;5;Дальневосточный Федеральный округ;Амурская область;Болезни органов дыхания;114,0;2,43;
2018;5;Дальневосточный Федеральный округ;Амурская область;Болезни системы кровообращения;26,0;0,48;
2018;5;Дальневосточный Федеральный округ;Амурская область;Последствия травм головного мозга;10,0;0,56;
2018;5;Дальневосточный Федеральный округ;Амурская область;Последствия травм спинного мозга;35,0;1,84;
2018;5;Дальневосточный Федеральный округ;Приморский край;Болезни мочеполовой системы;17,0;0,32;
2018;5;Дальневосточный Федеральный округ;Приморский край;Болезни нервной системы;216,0;5,43;
2018;5;Дальневосточный Федеральный округ;Приморский край;Болезни опорно-двигательного аппарата;465,0;10,45;
2018;5;Дальневосточный Федеральный округ;Приморский край;Болезни органов дыхания;153,0;3,52;
2018;5;Дальневосточный Федеральный округ;Приморский край;Болезни органов пищеварения;57,0;1,04;
2018;5;Дальневосточный Федеральный округ;Приморский край;Болезни системы кровообращения;1039,0;22,54;
2018;5;Дальневосточный Федеральный округ;Приморский край;Болезни уха;26,0;0,63;
2018;5;Дальневосточный Федеральный округ;Приморский край;Болезни эндокринной системы;112,0;2,27;
2018;5;Дальневосточный Федеральный округ;Приморский край;Последствия травм спинного мозга;34,0;1,26;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Болезни глаза;21,0;0,52;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Болезни кожи и подкожной клетчатки;2,0;0,05;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Болезни мочеполовой системы;4,0;0,1;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Болезни нервной системы;75,0;1,85;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Болезни опорно-двигательного аппарата;72,0;1,77;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Болезни органов дыхания;33,0;0,81;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Болезни органов пищеварения;28,0;0,68;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Болезни системы кровообращения;61,0;1,49;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Болезни эндокринной системы;36,0;0,91;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Многопрофильный;20,0;0,48;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Общий;4,0;0,1;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Последствия травм спинного мозга;12,0;0,52;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;Психоневрологические заболевания;18,0;0,48;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;Болезни нервной системы;2,0;0,06;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;Болезни опорно-двигательного аппарата;24,0;0,6;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;Болезни органов пищеварения;2,0;0,06;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;Болезни системы кровообращения;6,0;0,15;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;Болезни эндокринной системы;4,0;0,11;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;Многопрофильный;415,0;10,49;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;Последствия травм головного мозга;11,0;0,36;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;Последствия травм спинного мозга;1,0;0,05;
2018;5;Приволжский Федеральный округ;Республика Мордовия;Болезни глаза;12,0;0,28;
2018;5;Приволжский Федеральный округ;Республика Мордовия;Болезни кожи и подкожной клетчатки;2,0;0,04;
2018;5;Приволжский Федеральный округ;Республика Мордовия;Болезни мочеполовой системы;12,0;0,28;
2018;5;Приволжский Федеральный округ;Республика Мордовия;Болезни нервной системы;79,0;2,11;
2018;5;Приволжский Федеральный округ;Республика Мордовия;Болезни опорно-двигательного аппарата;106,0;2,61;
2018;5;Приволжский Федеральный округ;Республика Мордовия;Болезни органов дыхания;45,0;1,09;
2018;5;Приволжский Федеральный округ;Республика Мордовия;Болезни органов пищеварения;15,0;0,34;
2018;5;Приволжский Федеральный округ;Республика Мордовия;Болезни системы кровообращения;210,0;5,19;
2018;5;Приволжский Федеральный округ;Республика Мордовия;Болезни эндокринной системы;59,0;1,42;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни глаза;47,0;1,05;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни кожи и подкожной клетчатки;7,0;0,17;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни мочеполовой системы;20,0;0,45;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни нервной системы;301,0;6,89;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни опорно-двигательного аппарата;312,0;7,03;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни органов дыхания;74,0;1,74;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни органов пищеварения;83,0;1,8;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни системы кровообращения;585,0;12,69;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни уха;39,0;0,94;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Болезни эндокринной системы;197,0;4,61;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Многопрофильный;658,0;15,6;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Общий;135,0;3,05;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Последствия травм головного мозга;26,0;0,9;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Последствия травм спинного мозга;24,0;1,18;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Психоневрологические заболевания;10,0;0,37;
2018;5;Приволжский Федеральный округ;Удмуртская республика;Травмы, отравления и др, пос, вн, причин;1,0;0,05;
2018;5;Приволжский Федеральный округ;Чувашская республика;Болезни глаза;4,0;0,09;
2018;5;Приволжский Федеральный округ;Чувашская республика;Болезни мочеполовой системы;5,0;0,1;
2018;5;Приволжский Федеральный округ;Чувашская республика;Болезни нервной системы;22,0;0,54;
2018;5;Приволжский Федеральный округ;Чувашская республика;Болезни опорно-двигательного аппарата;48,0;1,12;
2018;5;Приволжский Федеральный округ;Чувашская республика;Болезни органов дыхания;19,0;0,43;
2018;5;Приволжский Федеральный округ;Чувашская республика;Болезни органов пищеварения;23,0;0,48;
2018;5;Приволжский Федеральный округ;Чувашская республика;Болезни системы кровообращения;66,0;1,41;
2018;5;Приволжский Федеральный округ;Чувашская республика;Болезни эндокринной системы;20,0;0,46;
2018;5;Приволжский Федеральный округ;Чувашская республика;Многопрофильный;1,0;0,02;
2018;5;Приволжский Федеральный округ;Чувашская республика;Последствия травм спинного мозга;2,0;0,12;
2018;5;Северо-Западный Федеральный округ;Архангельская область;Болезни опорно-двигательного аппарата;4,0;0,09;
2018;5;Северо-Западный Федеральный округ;Архангельская область;Болезни органов дыхания;4,0;0,09;
2018;5;Северо-Западный Федеральный округ;Архангельская область;Болезни уха;2,0;0,05;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни глаза;43,0;0,99;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни кожи и подкожной клетчатки;2,0;0,06;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни мочеполовой системы;11,0;0,28;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни нервной системы;193,0;4,85;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни опорно-двигательного аппарата;250,0;5,88;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни органов дыхания;71,0;1,69;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни органов пищеварения;73,0;1,86;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни системы кровообращения;552,0;11,6;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни уха;14,0;0,33;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Болезни эндокринной системы;123,0;3,28;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Многопрофильный;204,0;4,78;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Общий;6,0;0,21;
2018;5;Северо-Западный Федеральный округ;Республика Коми;Последствия травм спинного мозга;21,0;0,92;
2018;5;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни глаза;8,0;0,19;
2018;5;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни мочеполовой системы;1,0;0,02;
2018;5;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни нервной системы;26,0;0,59;
2018;5;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни опорно-двигательного аппарата;68,0;1,48;
2018;5;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни органов дыхания;20,0;0,44;
2018;5;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни органов пищеварения;17,0;0,37;
2018;5;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни системы кровообращения;49,0;1,06;
2018;5;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни эндокринной системы;16,0;0,35;
2018;5;Северо-Кавказский Федеральный округ;Республика Дагестан;Последствия травм спинного мозга;4,0;0,15;
2018;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни глаза;8,0;0,17;
2018;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни нервной системы;40,0;0,94;
2018;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни опорно-двигательного аппарата;47,0;1,04;
2018;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни органов дыхания;50,0;1,15;
2018;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни органов пищеварения;26,0;0,58;
2018;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни системы кровообращения;126,0;2,73;
2018;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни эндокринной системы;15,0;0,32;
2018;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Последствия травм спинного мозга;8,0;0,3;
2018;5;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Психоневрологические заболевания;2,0;0,05;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни глаза;49,0;1,14;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни кожи и подкожной клетчатки;3,0;0,07;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни мочеполовой системы;6,0;0,16;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни нервной системы;116,0;3,03;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни опорно-двигательного аппарата;163,0;3,91;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни органов дыхания;51,0;1,21;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни органов пищеварения;26,0;0,7;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни системы кровообращения;191,0;4,51;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни уха;2,0;0,06;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Болезни эндокринной системы;38,0;1,01;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Многопрофильный;5,0;0,12;
2018;5;Северо-Кавказский Федеральный округ;Чеченская республика;Последствия травм спинного мозга;45,0;2,39;
2018;5;Сибирский Федеральный округ;Алтайский край;Болезни глаза;48,0;1,14;
2018;5;Сибирский Федеральный округ;Алтайский край;Болезни мочеполовой системы;26,0;0,6;
2018;5;Сибирский Федеральный округ;Алтайский край;Болезни нервной системы;227,0;6,23;
2018;5;Сибирский Федеральный округ;Алтайский край;Болезни опорно-двигательного аппарата;323,0;7,73;
2018;5;Сибирский Федеральный округ;Алтайский край;Болезни органов дыхания;117,0;2,67;
2018;5;Сибирский Федеральный округ;Алтайский край;Болезни органов пищеварения;96,0;2,22;
2018;5;Сибирский Федеральный округ;Алтайский край;Болезни системы кровообращения;674,0;16,02;
2018;5;Сибирский Федеральный округ;Алтайский край;Болезни уха;16,0;0,45;
2018;5;Сибирский Федеральный округ;Алтайский край;Болезни эндокринной системы;155,0;4,02;
2018;5;Сибирский Федеральный округ;Алтайский край;Многопрофильный;433,0;10,84;
2018;5;Сибирский Федеральный округ;Алтайский край;Общий;11,0;0,28;
2018;5;Сибирский Федеральный округ;Алтайский край;Последствия травм головного мозга;3,0;0,1;
2018;5;Сибирский Федеральный округ;Алтайский край;Последствия травм спинного мозга;45,0;1,93;
2018;5;Сибирский Федеральный округ;Алтайский край;Психоневрологические заболевания;41,0;1,02;
2018;5;Сибирский Федеральный округ;Республика Алтай;Болезни глаза;17,0;0,4;
2018;5;Сибирский Федеральный округ;Республика Алтай;Болезни нервной системы;57,0;1,63;
2018;5;Сибирский Федеральный округ;Республика Алтай;Болезни опорно-двигательного аппарата;21,0;0,53;
2018;5;Сибирский Федеральный округ;Республика Алтай;Болезни органов дыхания;18,0;0,46;
2018;5;Сибирский Федеральный округ;Республика Алтай;Болезни органов пищеварения;8,0;0,22;
2018;5;Сибирский Федеральный округ;Республика Алтай;Болезни системы кровообращения;47,0;1,17;
2018;5;Сибирский Федеральный округ;Республика Алтай;Болезни эндокринной системы;6,0;0,17;
2018;5;Сибирский Федеральный округ;Республика Алтай;Последствия травм головного мозга;5,0;0,14;
2018;5;Сибирский Федеральный округ;Республика Алтай;Последствия травм спинного мозга;6,0;0,22;
2018;5;Сибирский Федеральный округ;Республика Тыва;Болезни глаза;14,0;0,35;
2018;5;Сибирский Федеральный округ;Республика Тыва;Болезни нервной системы;8,0;0,19;
2018;5;Сибирский Федеральный округ;Республика Тыва;Болезни уха;4,0;0,1;
2018;5;Сибирский Федеральный округ;Республика Тыва;Многопрофильный;228,0;5,15;
2018;5;Сибирский Федеральный округ;Республика Тыва;Последствия травм спинного мозга;19,0;0,71;
2018;5;Сибирский Федеральный округ;Республика Хакасия;Болезни нервной системы;1,0;0,03;
2018;5;Сибирский Федеральный округ;Республика Хакасия;Болезни опорно-двигательного аппарата;46,0;1,38;
2018;5;Сибирский Федеральный округ;Республика Хакасия;Болезни органов дыхания;5,0;0,15;
2018;5;Сибирский Федеральный округ;Республика Хакасия;Болезни органов пищеварения;2,0;0,06;
2018;5;Сибирский Федеральный округ;Республика Хакасия;Болезни системы кровообращения;61,0;1,85;
2018;5;Сибирский Федеральный округ;Республика Хакасия;Болезни эндокринной системы;2,0;0,06;
2018;5;Сибирский Федеральный округ;Республика Хакасия;Последствия травм спинного мозга;4,0;0,23;
2018;5;Сибирский Федеральный округ;Республика Хакасия;Психоневрологические заболевания;2,0;0,07;
2018;5;Южный Федеральный округ;Республика Калмыкия;Болезни нервной системы;56,0;1,39;
2018;5;Южный Федеральный округ;Республика Калмыкия;Болезни опорно-двигательного аппарата;50,0;1,02;
2018;5;Южный Федеральный округ;Республика Калмыкия;Болезни органов дыхания;4,0;0,09;
2018;5;Южный Федеральный округ;Республика Калмыкия;Болезни органов пищеварения;15,0;0,3;
2018;5;Южный Федеральный округ;Республика Калмыкия;Болезни системы кровообращения;119,0;2,58;
2018;5;Южный Федеральный округ;Республика Калмыкия;Болезни уха;14,0;0,35;
2018;5;Южный Федеральный округ;Республика Калмыкия;Болезни эндокринной системы;17,0;0,3;
2018;6;Дальневосточный Федеральный округ;Амурская область;Болезни мочеполовой системы;16,0;0,35;
2018;6;Дальневосточный Федеральный округ;Амурская область;Болезни нервной системы;66,0;1,65;
2018;6;Дальневосточный Федеральный округ;Амурская область;Болезни опорно-двигательного аппарата;150,0;3,23;
2018;6;Дальневосточный Федеральный округ;Амурская область;Болезни органов дыхания;40,0;0,88;
2018;6;Дальневосточный Федеральный округ;Амурская область;Болезни системы кровообращения;125,0;2,71;
2018;6;Дальневосточный Федеральный округ;Амурская область;Последствия травм головного мозга;12,0;0,56;
2018;6;Дальневосточный Федеральный округ;Амурская область;Последствия травм спинного мозга;25,0;1,23;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни глаза;19,0;0,44;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни кожи и подкожной клетчатки;12,0;0,3;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни мочеполовой системы;10,0;0,19;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни нервной системы;199,0;4,9;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни опорно-двигательного аппарата;260,0;5,85;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни органов дыхания;121,0;2,73;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни органов пищеварения;70,0;1,45;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни системы кровообращения;790,0;17,13;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни уха;8,0;0,19;
2018;6;Дальневосточный Федеральный округ;Приморский край;Болезни эндокринной системы;85,0;2,03;
2018;6;Дальневосточный Федеральный округ;Приморский край;Последствия травм головного мозга;5,0;0,14;
2018;6;Дальневосточный Федеральный округ;Приморский край;Последствия травм спинного мозга;32,0;1,18;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни глаза;13,0;0,32;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни мочеполовой системы;8,0;0,2;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни нервной системы;76,0;1,88;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни опорно-двигательного аппарата;105,0;2,59;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни органов дыхания;9,0;0,21;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни органов пищеварения;15,0;0,36;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни системы кровообращения;89,0;2,16;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни уха;2,0;0,05;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Болезни эндокринной системы;35,0;0,85;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Многопрофильный;17,0;0,45;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Общий;1,0;0,02;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Последствия травм головного мозга;1,0;0,03;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Последствия травм спинного мозга;5,0;0,2;
2018;6;Дальневосточный Федеральный округ;Хабаровский край;Психоневрологические заболевания;56,0;1,52;
2018;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни нервной системы;2,0;0,05;
2018;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни опорно-двигательного аппарата;9,0;0,23;
2018;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни органов дыхания;3,0;0,07;
2018;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни системы кровообращения;9,0;0,22;
2018;6;Приволжский Федеральный округ;Республика Марий Эл;Болезни эндокринной системы;2,0;0,05;
2018;6;Приволжский Федеральный округ;Республика Марий Эл;Многопрофильный;246,0;6,31;
2018;6;Приволжский Федеральный округ;Республика Марий Эл;Последствия травм головного мозга;7,0;0,23;
2018;6;Приволжский Федеральный округ;Республика Марий Эл;Последствия травм спинного мозга;1,0;0,05;
2018;6;Приволжский Федеральный округ;Республика Мордовия;Болезни мочеполовой системы;7,0;0,16;
2018;6;Приволжский Федеральный округ;Республика Мордовия;Болезни нервной системы;83,0;2,3;
2018;6;Приволжский Федеральный округ;Республика Мордовия;Болезни опорно-двигательного аппарата;52,0;1,28;
2018;6;Приволжский Федеральный округ;Республика Мордовия;Болезни органов дыхания;12,0;0,27;
2018;6;Приволжский Федеральный округ;Республика Мордовия;Болезни органов пищеварения;23,0;0,51;
2018;6;Приволжский Федеральный округ;Республика Мордовия;Болезни системы кровообращения;128,0;3,12;
2018;6;Приволжский Федеральный округ;Республика Мордовия;Болезни эндокринной системы;23,0;0,56;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни глаза;43,0;1,0;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни кожи и подкожной клетчатки;2,0;0,05;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни мочеполовой системы;19,0;0,43;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни нервной системы;140,0;3,33;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни опорно-двигательного аппарата;161,0;3,64;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни органов дыхания;28,0;0,67;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни органов пищеварения;45,0;1,05;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни системы кровообращения;220,0;4,79;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни уха;6,0;0,14;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Болезни эндокринной системы;66,0;1,54;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Многопрофильный;444,0;10,8;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Общий;83,0;1,87;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Последствия травм головного мозга;9,0;0,31;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Последствия травм спинного мозга;16,0;0,66;
2018;6;Приволжский Федеральный округ;Удмуртская республика;Психоневрологические заболевания;12,0;0,3;
2018;6;Приволжский Федеральный округ;Чувашская республика;Болезни глаза;8,0;0,17;
2018;6;Приволжский Федеральный округ;Чувашская республика;Болезни мочеполовой системы;5,0;0,1;
2018;6;Приволжский Федеральный округ;Чувашская республика;Болезни нервной системы;27,0;0,64;
2018;6;Приволжский Федеральный округ;Чувашская республика;Болезни опорно-двигательного аппарата;49,0;1,14;
2018;6;Приволжский Федеральный округ;Чувашская республика;Болезни органов дыхания;14,0;0,3;
2018;6;Приволжский Федеральный округ;Чувашская республика;Болезни органов пищеварения;26,0;0,53;
2018;6;Приволжский Федеральный округ;Чувашская республика;Болезни системы кровообращения;81,0;1,72;
2018;6;Приволжский Федеральный округ;Чувашская республика;Болезни эндокринной системы;17,0;0,36;
2018;6;Приволжский Федеральный округ;Чувашская республика;Последствия травм спинного мозга;2,0;0,07;
2018;6;Северо-Западный Федеральный округ;Архангельская область;Болезни органов дыхания;18,0;0,45;
2018;6;Северо-Западный Федеральный округ;Архангельская область;Болезни уха;2,0;0,05;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Болезни глаза;17,0;0,38;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Болезни мочеполовой системы;12,0;0,3;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Болезни нервной системы;121,0;3,06;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Болезни опорно-двигательного аппарата;154,0;3,83;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Болезни органов дыхания;34,0;0,75;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Болезни органов пищеварения;5,0;0,12;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Болезни системы кровообращения;456,0;9,76;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Болезни уха;28,0;0,68;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Болезни эндокринной системы;91,0;2,41;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Многопрофильный;204,0;5,0;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Общий;4,0;0,15;
2018;6;Северо-Западный Федеральный округ;Республика Коми;Последствия травм спинного мозга;21,0;0,98;
2018;6;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни глаза;5,0;0,12;
2018;6;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни мочеполовой системы;20,0;0,44;
2018;6;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни нервной системы;56,0;1,34;
2018;6;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни опорно-двигательного аппарата;117,0;2,57;
2018;6;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни органов дыхания;22,0;0,48;
2018;6;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни органов пищеварения;37,0;0,8;
2018;6;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни системы кровообращения;118,0;2,56;
2018;6;Северо-Кавказский Федеральный округ;Республика Дагестан;Болезни эндокринной системы;36,0;0,8;
2018;6;Северо-Кавказский Федеральный округ;Республика Дагестан;Последствия травм спинного мозга;6,0;0,22;
2018;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни глаза;2,0;0,04;
2018;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни мочеполовой системы;2,0;0,05;
2018;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни нервной системы;39,0;0,89;
2018;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни опорно-двигательного аппарата;52,0;1,21;
2018;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни органов дыхания;17,0;0,38;
2018;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни органов пищеварения;14,0;0,32;
2018;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни системы кровообращения;77,0;1,68;
2018;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Болезни эндокринной системы;15,0;0,33;
2018;6;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;Последствия травм спинного мозга;2,0;0,07;
2018;6;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Болезни глаза;2,0;0,05;
2018;6;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Болезни нервной системы;4,0;0,1;
2018;6;Северо-Кавказский Федеральный округ;Республика Северная Осетия - Алания;Многопрофильный;9,0;0,23;
