Год;Месяц;Федеральный округ;Регион;Число детей;Количество детей, чел. ;
2018;3;Северо-Западный Федеральный округ;Мурманская область;1й ребенок;233,0;
2018;3;Северо-Западный Федеральный округ;Мурманская область;2й и более ребенок;389,0;
2018;3;Северо-Западный Федеральный округ;Ненецкий автономный округ;1й ребенок;13,0;
2018;3;Северо-Западный Федеральный округ;Ненецкий автономный округ;2й и более ребенок;39,0;
2018;3;Северо-Западный Федеральный округ;Новгородская область;1й ребенок;155,0;
2018;3;Северо-Западный Федеральный округ;Новгородская область;2й и более ребенок;356,0;
2018;3;Северо-Западный Федеральный округ;Псковская область;1й ребенок;158,0;
2018;3;Северо-Западный Федеральный округ;Псковская область;2й и более ребенок;306,0;
2018;3;Северо-Западный Федеральный округ;Республика Карелия;1й ребенок;187,0;
2018;3;Северо-Западный Федеральный округ;Республика Карелия;2й и более ребенок;340,0;
2018;3;Северо-Западный Федеральный округ;Республика Коми;1й ребенок;284,0;
2018;3;Северо-Западный Федеральный округ;Республика Коми;2й и более ребенок;459,0;
2018;3;Северо-Западный Федеральный округ;Санкт-Петербург;1й ребенок;1856,0;
2018;3;Северо-Западный Федеральный округ;Санкт-Петербург;2й и более ребенок;2128,0;
2018;3;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;1й ребенок;235,0;
2018;3;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;2й и более ребенок;628,0;
2018;3;Северо-Кавказский Федеральный округ;Республика Дагестан;1й ребенок;958,0;
2018;3;Северо-Кавказский Федеральный округ;Республика Дагестан;2й и более ребенок;2727,0;
2018;3;Северо-Кавказский Федеральный округ;Республика Ингушетия;1й ребенок;531,0;
2018;3;Северо-Кавказский Федеральный округ;Республика Ингушетия;2й и более ребенок;79,0;
2018;3;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;1й ребенок;111,0;
2018;3;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;2й и более ребенок;233,0;
2018;3;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;1й ребенок;219,0;
2018;3;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;2й и более ребенок;545,0;
2018;3;Северо-Кавказский Федеральный округ;Ставропольский край;1й ребенок;1129,0;
2018;3;Северо-Кавказский Федеральный округ;Ставропольский край;2й и более ребенок;1404,0;
2018;3;Северо-Кавказский Федеральный округ;Чеченская республика;1й ребенок;492,0;
2018;3;Северо-Кавказский Федеральный округ;Чеченская республика;2й и более ребенок;1729,0;
2018;3;Сибирский Федеральный округ;Алтайский край;1й ребенок;622,0;
2018;3;Сибирский Федеральный округ;Алтайский край;2й и более ребенок;1325,0;
2018;3;Сибирский Федеральный округ;Забайкальский край;1й ребенок;371,0;
2018;3;Сибирский Федеральный округ;Забайкальский край;2й и более ребенок;764,0;
2018;3;Сибирский Федеральный округ;Иркутская область;1й ребенок;831,0;
2018;3;Сибирский Федеральный округ;Иркутская область;2й и более ребенок;1632,0;
2018;3;Сибирский Федеральный округ;Кемеровская область;1й ребенок;753,0;
2018;3;Сибирский Федеральный округ;Кемеровская область;2й и более ребенок;1495,0;
2018;3;Сибирский Федеральный округ;Красноярский край;1й ребенок;1469,0;
2018;3;Сибирский Федеральный округ;Красноярский край;2й и более ребенок;1213,0;
2018;3;Сибирский Федеральный округ;Новосибирская область;1й ребенок;1015,0;
2018;3;Сибирский Федеральный округ;Новосибирская область;2й и более ребенок;1573,0;
2018;3;Сибирский Федеральный округ;Омская область;1й ребенок;649,0;
2018;3;Сибирский Федеральный округ;Омская область;2й и более ребенок;1164,0;
2018;3;Сибирский Федеральный округ;Республика Алтай;1й ребенок;107,0;
2018;3;Сибирский Федеральный округ;Республика Алтай;2й и более ребенок;208,0;
2018;3;Сибирский Федеральный округ;Республика Бурятия;1й ребенок;449,0;
2018;3;Сибирский Федеральный округ;Республика Бурятия;2й и более ребенок;753,0;
2018;3;Сибирский Федеральный округ;Республика Тыва;1й ребенок;117,0;
2018;3;Сибирский Федеральный округ;Республика Тыва;2й и более ребенок;413,0;
2018;3;Сибирский Федеральный округ;Республика Хакасия;1й ребенок;168,0;
2018;3;Сибирский Федеральный округ;Республика Хакасия;2й и более ребенок;359,0;
2018;3;Сибирский Федеральный округ;Томская область;1й ребенок;337,0;
2018;3;Сибирский Федеральный округ;Томская область;2й и более ребенок;628,0;
2018;3;Уральский Федеральный округ;Курганская область;1й ребенок;254,0;
2018;3;Уральский Федеральный округ;Курганская область;2й и более ребенок;507,0;
2018;3;Уральский Федеральный округ;Свердловская область;1й ребенок;1454,0;
2018;3;Уральский Федеральный округ;Свердловская область;2й и более ребенок;2790,0;
2018;3;Уральский Федеральный округ;Тюменская область;1й ребенок;621,0;
2018;3;Уральский Федеральный округ;Тюменская область;2й и более ребенок;1095,0;
2018;3;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;1й ребенок;617,0;
2018;3;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;2й и более ребенок;1252,0;
2018;3;Уральский Федеральный округ;Челябинская область;1й ребенок;1039,0;
2018;3;Уральский Федеральный округ;Челябинская область;2й и более ребенок;2046,0;
2018;3;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;1й ребенок;178,0;
2018;3;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;2й и более ребенок;453,0;
2018;3;Центральный Федеральный округ;Белгородская область;1й ребенок;456,0;
2018;3;Центральный Федеральный округ;Белгородская область;2й и более ребенок;804,0;
2018;3;Центральный Федеральный округ;Брянская область;1й ребенок;387,0;
2018;3;Центральный Федеральный округ;Брянская область;2й и более ребенок;604,0;
2018;3;Центральный Федеральный округ;Владимирская область;1й ребенок;329,0;
2018;3;Центральный Федеральный округ;Владимирская область;2й и более ребенок;719,0;
2018;3;Центральный Федеральный округ;Воронежская область;1й ребенок;774,0;
2018;3;Центральный Федеральный округ;Воронежская область;2й и более ребенок;1022,0;
2018;3;Центральный Федеральный округ;Ивановская область;1й ребенок;326,0;
2018;3;Центральный Федеральный округ;Ивановская область;2й и более ребенок;514,0;
2018;3;Центральный Федеральный округ;Калужская область;1й ребенок;363,0;
2018;3;Центральный Федеральный округ;Калужская область;2й и более ребенок;447,0;
2018;3;Центральный Федеральный округ;Костромская область;1й ребенок;171,0;
2018;3;Центральный Федеральный округ;Костромская область;2й и более ребенок;324,0;
2018;3;Центральный Федеральный округ;Курская область;1й ребенок;322,0;
2018;3;Центральный Федеральный округ;Курская область;2й и более ребенок;485,0;
2018;3;Центральный Федеральный округ;Липецкая область;1й ребенок;367,0;
2018;3;Центральный Федеральный округ;Липецкая область;2й и более ребенок;536,0;
2018;3;Центральный Федеральный округ;Москва;1й ребенок;4562,0;
2018;3;Центральный Федеральный округ;Москва;2й и более ребенок;4285,0;
2018;3;Центральный Федеральный округ;Московская область;1й ребенок;2306,0;
2018;3;Центральный Федеральный округ;Московская область;2й и более ребенок;3638,0;
2018;3;Центральный Федеральный округ;Орловская область;1й ребенок;224,0;
2018;3;Центральный Федеральный округ;Орловская область;2й и более ребенок;346,0;
2018;3;Центральный Федеральный округ;Рязанская область;1й ребенок;319,0;
2018;3;Центральный Федеральный округ;Рязанская область;2й и более ребенок;518,0;
2018;3;Центральный Федеральный округ;Смоленская область;1й ребенок;248,0;
2018;3;Центральный Федеральный округ;Смоленская область;2й и более ребенок;417,0;
2018;3;Центральный Федеральный округ;Тамбовская область;1й ребенок;277,0;
2018;3;Центральный Федеральный округ;Тамбовская область;2й и более ребенок;411,0;
2018;3;Центральный Федеральный округ;Тверская область;1й ребенок;357,0;
2018;3;Центральный Федеральный округ;Тверская область;2й и более ребенок;562,0;
2018;3;Центральный Федеральный округ;Тульская область;1й ребенок;422,0;
2018;3;Центральный Федеральный округ;Тульская область;2й и более ребенок;599,0;
2018;3;Центральный Федеральный округ;Ярославская область;1й ребенок;420,0;
2018;3;Центральный Федеральный округ;Ярославская область;2й и более ребенок;660,0;
2018;3;Южный Федеральный округ;Астраханская область;1й ребенок;304,0;
2018;3;Южный Федеральный округ;Астраханская область;2й и более ребенок;622,0;
2018;3;Южный Федеральный округ;Волгоградская область;1й ребенок;708,0;
2018;3;Южный Федеральный округ;Волгоградская область;2й и более ребенок;1254,0;
2018;3;Южный Федеральный округ;Краснодарский край;1й ребенок;2019,0;
2018;3;Южный Федеральный округ;Краснодарский край;2й и более ребенок;3214,0;
2018;3;Южный Федеральный округ;Республика Адыгея;1й ребенок;103,0;
2018;3;Южный Федеральный округ;Республика Адыгея;2й и более ребенок;177,0;
2018;3;Южный Федеральный округ;Республика Калмыкия;1й ребенок;71,0;
2018;3;Южный Федеральный округ;Республика Калмыкия;2й и более ребенок;188,0;
2018;3;Южный Федеральный округ;Республика Крым;1й ребенок;576,0;
2018;3;Южный Федеральный округ;Республика Крым;2й и более ребенок;993,0;
2018;3;Южный Федеральный округ;Ростовская область;1й ребенок;1400,0;
2018;3;Южный Федеральный округ;Ростовская область;2й и более ребенок;1732,0;
2018;3;Южный Федеральный округ;Севастополь;1й ребенок;133,0;
2018;3;Южный Федеральный округ;Севастополь;2й и более ребенок;178,0;
2018;4;Дальневосточный Федеральный округ;Амурская область;1й ребенок;263,0;
2018;4;Дальневосточный Федеральный округ;Амурская область;2й и более ребенок;408,0;
2018;4;Дальневосточный Федеральный округ;Еврейская автономная область;1й ребенок;49,0;
2018;4;Дальневосточный Федеральный округ;Еврейская автономная область;2й и более ребенок;85,0;
2018;4;Дальневосточный Федеральный округ;Камчатский край;1й ребенок;103,0;
2018;4;Дальневосточный Федеральный округ;Камчатский край;2й и более ребенок;190,0;
2018;4;Дальневосточный Федеральный округ;Магаданская область;1й ребенок;58,0;
2018;4;Дальневосточный Федеральный округ;Магаданская область;2й и более ребенок;87,0;
2018;4;Дальневосточный Федеральный округ;Приморский край;1й ребенок;564,0;
2018;4;Дальневосточный Федеральный округ;Приморский край;2й и более ребенок;948,0;
2018;4;Дальневосточный Федеральный округ;Республика Саха (Якутия);1й ребенок;299,0;
2018;4;Дальневосточный Федеральный округ;Республика Саха (Якутия);2й и более ребенок;815,0;
2018;4;Дальневосточный Федеральный округ;Сахалинская область;1й ребенок;122,0;
2018;4;Дальневосточный Федеральный округ;Сахалинская область;2й и более ребенок;300,0;
2018;4;Дальневосточный Федеральный округ;Хабаровский край;1й ребенок;391,0;
2018;4;Дальневосточный Федеральный округ;Хабаровский край;2й и более ребенок;689,0;
2018;4;Дальневосточный Федеральный округ;Чукотский автономный округ;1й ребенок;13,0;
2018;4;Дальневосточный Федеральный округ;Чукотский автономный округ;2й и более ребенок;41,0;
2018;4;Приволжский Федеральный округ;Кировская область;1й ребенок;363,0;
2018;4;Приволжский Федеральный округ;Кировская область;2й и более ребенок;729,0;
2018;4;Приволжский Федеральный округ;Нижегородская область;1й ребенок;971,0;
2018;4;Приволжский Федеральный округ;Нижегородская область;2й и более ребенок;1543,0;
2018;4;Приволжский Федеральный округ;Оренбургская область;1й ребенок;604,0;
2018;4;Приволжский Федеральный округ;Оренбургская область;2й и более ребенок;1080,0;
2018;4;Приволжский Федеральный округ;Пензенская область;1й ребенок;333,0;
2018;4;Приволжский Федеральный округ;Пензенская область;2й и более ребенок;551,0;
2018;4;Приволжский Федеральный округ;Пермский край;1й ребенок;837,0;
2018;4;Приволжский Федеральный округ;Пермский край;2й и более ребенок;1636,0;
2018;4;Приволжский Федеральный округ;Республика Башкортостан;1й ребенок;1275,0;
2018;4;Приволжский Федеральный округ;Республика Башкортостан;2й и более ребенок;2298,0;
2018;4;Приволжский Федеральный округ;Республика Марий Эл;1й ребенок;203,0;
2018;4;Приволжский Федеральный округ;Республика Марий Эл;2й и более ребенок;428,0;
2018;4;Приволжский Федеральный округ;Республика Мордовия;1й ребенок;208,0;
2018;4;Приволжский Федеральный округ;Республика Мордовия;2й и более ребенок;363,0;
2018;4;Приволжский Федеральный округ;Республика Татарстан;1й ребенок;1449,0;
2018;4;Приволжский Федеральный округ;Республика Татарстан;2й и более ребенок;2363,0;
2018;4;Приволжский Федеральный округ;Самарская область;1й ребенок;918,0;
2018;4;Приволжский Федеральный округ;Самарская область;2й и более ребенок;1553,0;
2018;4;Приволжский Федеральный округ;Саратовская область;1й ребенок;655,0;
2018;4;Приволжский Федеральный округ;Саратовская область;2й и более ребенок;1143,0;
2018;4;Приволжский Федеральный округ;Удмуртская республика;1й ребенок;489,0;
2018;4;Приволжский Федеральный округ;Удмуртская республика;2й и более ребенок;936,0;
2018;4;Приволжский Федеральный округ;Ульяновская область;1й ребенок;350,0;
2018;4;Приволжский Федеральный округ;Ульяновская область;2й и более ребенок;618,0;
2018;4;Приволжский Федеральный округ;Чувашская республика;1й ребенок;384,0;
2018;4;Приволжский Федеральный округ;Чувашская республика;2й и более ребенок;738,0;
2018;4;Северо-Западный Федеральный округ;Архангельская область;1й ребенок;316,0;
2018;4;Северо-Западный Федеральный округ;Архангельская область;2й и более ребенок;533,0;
2018;4;Северо-Западный Федеральный округ;Вологодская область;1й ребенок;326,0;
2018;4;Северо-Западный Федеральный округ;Вологодская область;2й и более ребенок;697,0;
2018;4;Северо-Западный Федеральный округ;Калининградская область;1й ребенок;322,0;
2018;4;Северо-Западный Федеральный округ;Калининградская область;2й и более ребенок;559,0;
2018;4;Северо-Западный Федеральный округ;Ленинградская область;1й ребенок;377,0;
2018;4;Северо-Западный Федеральный округ;Ленинградская область;2й и более ребенок;692,0;
2018;4;Северо-Западный Федеральный округ;Мурманская область;1й ребенок;210,0;
2018;4;Северо-Западный Федеральный округ;Мурманская область;2й и более ребенок;389,0;
2018;4;Северо-Западный Федеральный округ;Ненецкий автономный округ;1й ребенок;17,0;
2018;4;Северо-Западный Федеральный округ;Ненецкий автономный округ;2й и более ребенок;17,0;
2018;4;Северо-Западный Федеральный округ;Новгородская область;1й ребенок;171,0;
2018;4;Северо-Западный Федеральный округ;Новгородская область;2й и более ребенок;363,0;
2018;4;Северо-Западный Федеральный округ;Псковская область;1й ребенок;174,0;
2018;4;Северо-Западный Федеральный округ;Псковская область;2й и более ребенок;353,0;
2018;4;Северо-Западный Федеральный округ;Республика Карелия;1й ребенок;151,0;
2018;4;Северо-Западный Федеральный округ;Республика Карелия;2й и более ребенок;346,0;
2018;4;Северо-Западный Федеральный округ;Республика Коми;1й ребенок;284,0;
2018;4;Северо-Западный Федеральный округ;Республика Коми;2й и более ребенок;455,0;
2018;4;Северо-Западный Федеральный округ;Санкт-Петербург;1й ребенок;1876,0;
2018;4;Северо-Западный Федеральный округ;Санкт-Петербург;2й и более ребенок;2046,0;
2018;4;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;1й ребенок;227,0;
2018;4;Северо-Кавказский Федеральный округ;Кабардино-Балкарская республика;2й и более ребенок;594,0;
2018;4;Северо-Кавказский Федеральный округ;Республика Дагестан;1й ребенок;983,0;
2018;4;Северо-Кавказский Федеральный округ;Республика Дагестан;2й и более ребенок;2555,0;
2018;4;Северо-Кавказский Федеральный округ;Республика Ингушетия;1й ребенок;482,0;
2018;4;Северо-Кавказский Федеральный округ;Республика Ингушетия;2й и более ребенок;87,0;
2018;4;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;1й ребенок;122,0;
2018;4;Северо-Кавказский Федеральный округ;Республика Карачаево-Черкесия;2й и более ребенок;246,0;
2018;4;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;1й ребенок;221,0;
2018;4;Северо-Кавказский Федеральный округ;Республика Северная Осетия-Алания;2й и более ребенок;419,0;
2018;4;Северо-Кавказский Федеральный округ;Ставропольский край;1й ребенок;1016,0;
2018;4;Северо-Кавказский Федеральный округ;Ставропольский край;2й и более ребенок;1249,0;
2018;4;Северо-Кавказский Федеральный округ;Чеченская республика;1й ребенок;435,0;
2018;4;Северо-Кавказский Федеральный округ;Чеченская республика;2й и более ребенок;1471,0;
2018;4;Сибирский Федеральный округ;Алтайский край;1й ребенок;586,0;
2018;4;Сибирский Федеральный округ;Алтайский край;2й и более ребенок;1198,0;
2018;4;Сибирский Федеральный округ;Забайкальский край;1й ребенок;374,0;
2018;4;Сибирский Федеральный округ;Забайкальский край;2й и более ребенок;726,0;
2018;4;Сибирский Федеральный округ;Иркутская область;1й ребенок;846,0;
2018;4;Сибирский Федеральный округ;Иркутская область;2й и более ребенок;1520,0;
2018;4;Сибирский Федеральный округ;Кемеровская область;1й ребенок;676,0;
2018;4;Сибирский Федеральный округ;Кемеровская область;2й и более ребенок;1414,0;
2018;4;Сибирский Федеральный округ;Красноярский край;1й ребенок;1310,0;
2018;4;Сибирский Федеральный округ;Красноярский край;2й и более ребенок;1315,0;
2018;4;Сибирский Федеральный округ;Новосибирская область;1й ребенок;966,0;
2018;4;Сибирский Федеральный округ;Новосибирская область;2й и более ребенок;1518,0;
2018;4;Сибирский Федеральный округ;Омская область;1й ребенок;607,0;
2018;4;Сибирский Федеральный округ;Омская область;2й и более ребенок;1115,0;
2018;4;Сибирский Федеральный округ;Республика Алтай;1й ребенок;102,0;
2018;4;Сибирский Федеральный округ;Республика Алтай;2й и более ребенок;185,0;
2018;4;Сибирский Федеральный округ;Республика Бурятия;1й ребенок;421,0;
2018;4;Сибирский Федеральный округ;Республика Бурятия;2й и более ребенок;703,0;
2018;4;Сибирский Федеральный округ;Республика Тыва;1й ребенок;115,0;
2018;4;Сибирский Федеральный округ;Республика Тыва;2й и более ребенок;370,0;
2018;4;Сибирский Федеральный округ;Республика Хакасия;1й ребенок;186,0;
2018;4;Сибирский Федеральный округ;Республика Хакасия;2й и более ребенок;352,0;
2018;4;Сибирский Федеральный округ;Томская область;1й ребенок;374,0;
2018;4;Сибирский Федеральный округ;Томская область;2й и более ребенок;606,0;
2018;4;Уральский Федеральный округ;Курганская область;1й ребенок;214,0;
2018;4;Уральский Федеральный округ;Курганская область;2й и более ребенок;510,0;
2018;4;Уральский Федеральный округ;Свердловская область;1й ребенок;1445,0;
2018;4;Уральский Федеральный округ;Свердловская область;2й и более ребенок;2720,0;
2018;4;Уральский Федеральный округ;Тюменская область;1й ребенок;618,0;
2018;4;Уральский Федеральный округ;Тюменская область;2й и более ребенок;1100,0;
2018;4;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;1й ребенок;595,0;
2018;4;Уральский Федеральный округ;Ханты-Мансийский автономный округ Югра;2й и более ребенок;1238,0;
2018;4;Уральский Федеральный округ;Челябинская область;1й ребенок;1082,0;
2018;4;Уральский Федеральный округ;Челябинская область;2й и более ребенок;2035,0;
2018;4;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;1й ребенок;196,0;
2018;4;Уральский Федеральный округ;Ямало-Ненецкий автономный округ;2й и более ребенок;409,0;
2018;4;Центральный Федеральный округ;Белгородская область;1й ребенок;436,0;
2018;4;Центральный Федеральный округ;Белгородская область;2й и более ребенок;676,0;
2018;4;Центральный Федеральный округ;Брянская область;1й ребенок;339,0;
2018;4;Центральный Федеральный округ;Брянская область;2й и более ребенок;565,0;
2018;4;Центральный Федеральный округ;Владимирская область;1й ребенок;352,0;
2018;4;Центральный Федеральный округ;Владимирская область;2й и более ребенок;613,0;
2018;4;Центральный Федеральный округ;Воронежская область;1й ребенок;707,0;
2018;4;Центральный Федеральный округ;Воронежская область;2й и более ребенок;1052,0;
2018;4;Центральный Федеральный округ;Ивановская область;1й ребенок;300,0;
2018;4;Центральный Федеральный округ;Ивановская область;2й и более ребенок;516,0;
2018;4;Центральный Федеральный округ;Калужская область;1й ребенок;318,0;
2018;4;Центральный Федеральный округ;Калужская область;2й и более ребенок;506,0;
2018;4;Центральный Федеральный округ;Костромская область;1й ребенок;158,0;
2018;4;Центральный Федеральный округ;Костромская область;2й и более ребенок;297,0;
2018;4;Центральный Федеральный округ;Курская область;1й ребенок;311,0;
2018;4;Центральный Федеральный округ;Курская область;2й и более ребенок;480,0;
2018;4;Центральный Федеральный округ;Липецкая область;1й ребенок;356,0;
2018;4;Центральный Федеральный округ;Липецкая область;2й и более ребенок;541,0;
2018;4;Центральный Федеральный округ;Москва;1й ребенок;4524,0;
2018;4;Центральный Федеральный округ;Москва;2й и более ребенок;4356,0;
2018;4;Центральный Федеральный округ;Московская область;1й ребенок;2185,0;
2018;4;Центральный Федеральный округ;Московская область;2й и более ребенок;3320,0;
2018;4;Центральный Федеральный округ;Орловская область;1й ребенок;217,0;
2018;4;Центральный Федеральный округ;Орловская область;2й и более ребенок;327,0;
2018;4;Центральный Федеральный округ;Рязанская область;1й ребенок;302,0;
2018;4;Центральный Федеральный округ;Рязанская область;2й и более ребенок;468,0;
2018;4;Центральный Федеральный округ;Смоленская область;1й ребенок;263,0;
2018;4;Центральный Федеральный округ;Смоленская область;2й и более ребенок;431,0;
2018;4;Центральный Федеральный округ;Тамбовская область;1й ребенок;276,0;
2018;4;Центральный Федеральный округ;Тамбовская область;2й и более ребенок;420,0;
2018;4;Центральный Федеральный округ;Тверская область;1й ребенок;324,0;
2018;4;Центральный Федеральный округ;Тверская область;2й и более ребенок;564,0;
2018;4;Центральный Федеральный округ;Тульская область;1й ребенок;393,0;
2018;4;Центральный Федеральный округ;Тульская область;2й и более ребенок;578,0;
2018;4;Центральный Федеральный округ;Ярославская область;1й ребенок;355,0;
2018;4;Центральный Федеральный округ;Ярославская область;2й и более ребенок;585,0;
2018;4;Южный Федеральный округ;Астраханская область;1й ребенок;309,0;
2018;4;Южный Федеральный округ;Астраханская область;2й и более ребенок;532,0;
2018;4;Южный Федеральный округ;Волгоградская область;1й ребенок;626,0;
2018;4;Южный Федеральный округ;Волгоградская область;2й и более ребенок;1173,0;
2018;4;Южный Федеральный округ;Краснодарский край;1й ребенок;1858,0;
2018;4;Южный Федеральный округ;Краснодарский край;2й и более ребенок;2868,0;
2018;4;Южный Федеральный округ;Республика Адыгея;1й ребенок;97,0;
2018;4;Южный Федеральный округ;Республика Адыгея;2й и более ребенок;195,0;
2018;4;Южный Федеральный округ;Республика Калмыкия;1й ребенок;56,0;
2018;4;Южный Федеральный округ;Республика Калмыкия;2й и более ребенок;183,0;
2018;4;Южный Федеральный округ;Республика Крым;1й ребенок;524,0;
2018;4;Южный Федеральный округ;Республика Крым;2й и более ребенок;955,0;
2018;4;Южный Федеральный округ;Ростовская область;1й ребенок;1339,0;
2018;4;Южный Федеральный округ;Ростовская область;2й и более ребенок;1639,0;
2018;4;Южный Федеральный округ;Севастополь;1й ребенок;127,0;
2018;4;Южный Федеральный округ;Севастополь;2й и более ребенок;172,0;
2018;5;Дальневосточный Федеральный округ;Амурская область;1й ребенок;274,0;
2018;5;Дальневосточный Федеральный округ;Амурская область;2й и более ребенок;429,0;
2018;5;Дальневосточный Федеральный округ;Еврейская автономная область;1й ребенок;40,0;
2018;5;Дальневосточный Федеральный округ;Еврейская автономная область;2й и более ребенок;96,0;
2018;5;Дальневосточный Федеральный округ;Камчатский край;1й ребенок;106,0;
2018;5;Дальневосточный Федеральный округ;Камчатский край;2й и более ребенок;176,0;
2018;5;Дальневосточный Федеральный округ;Магаданская область;1й ребенок;45,0;
2018;5;Дальневосточный Федеральный округ;Магаданская область;2й и более ребенок;84,0;
2018;5;Дальневосточный Федеральный округ;Приморский край;1й ребенок;590,0;
2018;5;Дальневосточный Федеральный округ;Приморский край;2й и более ребенок;969,0;
2018;5;Дальневосточный Федеральный округ;Республика Саха (Якутия);1й ребенок;325,0;
2018;5;Дальневосточный Федеральный округ;Республика Саха (Якутия);2й и более ребенок;808,0;
2018;5;Дальневосточный Федеральный округ;Сахалинская область;1й ребенок;183,0;
2018;5;Дальневосточный Федеральный округ;Сахалинская область;2й и более ребенок;355,0;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;1й ребенок;379,0;
2018;5;Дальневосточный Федеральный округ;Хабаровский край;2й и более ребенок;730,0;
2018;5;Дальневосточный Федеральный округ;Чукотский автономный округ;1й ребенок;20,0;
2018;5;Дальневосточный Федеральный округ;Чукотский автономный округ;2й и более ребенок;43,0;
2018;5;Приволжский Федеральный округ;Кировская область;1й ребенок;380,0;
2018;5;Приволжский Федеральный округ;Кировская область;2й и более ребенок;700,0;
2018;5;Приволжский Федеральный округ;Нижегородская область;1й ребенок;940,0;
2018;5;Приволжский Федеральный округ;Нижегородская область;2й и более ребенок;1594,0;
2018;5;Приволжский Федеральный округ;Оренбургская область;1й ребенок;559,0;
2018;5;Приволжский Федеральный округ;Оренбургская область;2й и более ребенок;1039,0;
2018;5;Приволжский Федеральный округ;Пензенская область;1й ребенок;336,0;
2018;5;Приволжский Федеральный округ;Пензенская область;2й и более ребенок;602,0;
2018;5;Приволжский Федеральный округ;Пермский край;1й ребенок;812,0;
2018;5;Приволжский Федеральный округ;Пермский край;2й и более ребенок;1503,0;
2018;5;Приволжский Федеральный округ;Республика Башкортостан;1й ребенок;1290,0;
2018;5;Приволжский Федеральный округ;Республика Башкортостан;2й и более ребенок;2408,0;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;1й ребенок;193,0;
2018;5;Приволжский Федеральный округ;Республика Марий Эл;2й и более ребенок;408,0;
2018;5;Приволжский Федеральный округ;Республика Мордовия;1й ребенок;228,0;
2018;5;Приволжский Федеральный округ;Республика Мордовия;2й и более ребенок;340,0;
2018;5;Приволжский Федеральный округ;Республика Татарстан;1й ребенок;1456,0;
2018;5;Приволжский Федеральный округ;Республика Татарстан;2й и более ребенок;2283,0;
2018;5;Приволжский Федеральный округ;Самарская область;1й ребенок;860,0;
2018;5;Приволжский Федеральный округ;Самарская область;2й и более ребенок;1622,0;
2018;5;Приволжский Федеральный округ;Саратовская область;1й ребенок;655,0;
2018;5;Приволжский Федеральный округ;Саратовская область;2й и более ребенок;1070,0;
2018;5;Приволжский Федеральный округ;Удмуртская республика;1й ребенок;468,0;
2018;5;Приволжский Федеральный округ;Удмуртская республика;2й и более ребенок;945,0;
2018;5;Приволжский Федеральный округ;Ульяновская область;1й ребенок;357,0;
2018;5;Приволжский Федеральный округ;Ульяновская область;2й и более ребенок;600,0;
2018;5;Приволжский Федеральный округ;Чувашская республика;1й ребенок;363,0;
2018;5;Приволжский Федеральный округ;Чувашская республика;2й и более ребенок;706,0;
2018;5;Северо-Западный Федеральный округ;Архангельская область;1й ребенок;314,0;
